"","date","RUA.Adjusted"
"722",2022-11-10,2292.30004882812
"723",2022-11-11,2315.32006835938
"724",2022-11-14,2292.6201171875
"725",2022-11-15,2315.68994140625
"726",2022-11-16,2292.10009765625
"727",2022-11-17,2282.40991210938
"728",2022-11-18,2292.94995117188
"729",2022-11-21,2282.830078125
"730",2022-11-22,2313.6201171875
"731",2022-11-23,2327.14990234375
"732",2022-11-25,2327.55004882812
"733",2022-11-28,2290.330078125
"734",2022-11-29,2287.85009765625
"735",2022-11-30,2358.44995117188
"736",2022-12-01,2357.30004882812
"737",2022-12-02,2355.5
"738",2022-12-05,2309.19995117188
"739",2022-12-06,2275.35009765625
"740",2022-12-07,2270.78002929688
"741",2022-12-08,2288.40991210938
"742",2022-12-09,2270.63989257812
"743",2022-12-12,2303.36010742188
"744",2022-12-13,2320.61010742188
"745",2022-12-14,2307.11010742188
"746",2022-12-15,2248.94995117188
"747",2022-12-16,2224.52001953125
"748",2022-12-19,2202.2099609375
"749",2022-12-20,2205.98999023438
"750",2022-12-21,2239.26000976562
"751",2022-12-22,2207.01000976562
"752",2022-12-23,2219.32006835938
"753",2022-12-27,2209.7900390625
"754",2022-12-28,2182.38989257812
"755",2022-12-29,2222.72998046875
"756",2022-12-30,2217.13989257812
"757",2023-01-03,2207.55004882812
"758",2023-01-04,2226.330078125
"759",2023-01-05,2199.84008789062
"760",2023-01-06,2249.27001953125
"761",2023-01-09,2249.25
"762",2023-01-10,2266.71997070312
"763",2023-01-11,2296.75
"764",2023-01-12,2307.78002929688
"765",2023-01-13,2317.65991210938
"766",2023-01-17,2314.02001953125
"767",2023-01-18,2278.38989257812
"768",2023-01-19,2259.68994140625
"769",2023-01-20,2303.27001953125
"770",2023-01-23,2331.84008789062
"771",2023-01-24,2328.669921875
"772",2023-01-25,2328.919921875
"773",2023-01-26,2354.169921875
"774",2023-01-27,2361.86010742188
"775",2023-01-30,2330.2900390625
"776",2023-01-31,2367.61010742188
"777",2023-02-01,2394.88989257812
"778",2023-02-02,2432.31005859375
"779",2023-02-03,2406.10009765625
"780",2023-02-06,2388.8701171875
"781",2023-02-07,2418.61010742188
"782",2023-02-08,2391.330078125
"783",2023-02-09,2368.2900390625
